"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",100,,
"USA","United States","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",100,,
"USA","United States","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",100,,
"USA","United States","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",100,,
"USA","United States","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",100,,
"USA","United States","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",100,,
"USA","United States","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",100,,
"USA","United States","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",100,,
"USA","United States","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",100,,
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,7004141,,
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2019","2019","NATCUR","National currency","6","Millions",,,7389131,,
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2020","2020","NATCUR","National currency","6","Millions",,,7609597,,
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2021","2021","NATCUR","National currency","6","Millions",,,8898727.5,,
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2022","2022","NATCUR","National currency","6","Millions",,,9915316.4,,
"BRA","Brazil","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,33593.824118,,
"BRA","Brazil","T_GDPPOP","GDP per head of population","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,35161.703973,,
"BRA","Brazil","T_GDPPOP","GDP per head of population","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,35935.73768,,
"BRA","Brazil","T_GDPPOP","GDP per head of population","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,41802.011046,"E","Estimated value"
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,3145953.2,,
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","6","Millions",,,3241317.4,,
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","6","Millions",,,3213097.7,,
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","6","Millions",,,3522670.2,,
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","6","Millions",,,3918992.1,,
"BRA","Brazil","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,15088.873637,,
"BRA","Brazil","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,15424.038754,,
"BRA","Brazil","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,15173.607234,,
"BRA","Brazil","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,16547.837723,"E","Estimated value"
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,3007268.4,,
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","6","Millions",,,3043980.5,,
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","6","Millions",,,2944236.6,,
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","6","Millions",,,3091120.1,,
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","6","Millions",,,3180779,,
"BRA","Brazil","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,14423.70245,,
"BRA","Brazil","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","0","Units",,,14484.997118,,
"BRA","Brazil","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","0","Units",,,13903.931329,,
"BRA","Brazil","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","0","Units",,,14520.619556,"E","Estimated value"
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",15.321406,,
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",15.15982,,
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",15.256531,,
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",15.108977,,
"BRA","Brazil","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",15.391096,,
"BRA","Brazil","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",24.161677,,
"BRA","Brazil","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",23.842903,,
"BRA","Brazil","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",23.902649,,
"BRA","Brazil","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",23.578759,"E","Estimated value"
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,189434870,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2019","2019","NATCUR","National currency","6","Millions",,,195816480,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2020","2020","NATCUR","National currency","6","Millions",,,200343720,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2021","2021","NATCUR","National currency","6","Millions",,,240633270,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2022","2022","NATCUR","National currency","6","Millions",,,262593355.8,,
"CHL","Chile","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,10102436.057,,
"CHL","Chile","T_GDPPOP","GDP per head of population","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,10248299.909,,
"CHL","Chile","T_GDPPOP","GDP per head of population","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,10296049.349,,
"CHL","Chile","T_GDPPOP","GDP per head of population","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,12228317.463,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,478093.911,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","6","Millions",,,487574.468,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","6","Millions",,,478780.35,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","6","Millions",,,552981.397,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","6","Millions",,,600128.5,,
"CHL","Chile","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,25496.431386,,
"CHL","Chile","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,25517.818399,,
"CHL","Chile","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,24605.443638,,
"CHL","Chile","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,28100.985677,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,434896.92,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","6","Millions",,,438247.971,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","6","Millions",,,412048.51,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","6","Millions",,,460127.272,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","6","Millions",,,470682.5,,
"CHL","Chile","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,23192.764488,,
"CHL","Chile","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","0","Units",,,22936.254607,,
"CHL","Chile","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","0","Units",,,21175.96595,,
"CHL","Chile","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","0","Units",,,23382.395773,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",2.328411,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",2.280413,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",2.27336,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",2.371776,,
"CHL","Chile","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",2.356891,,
"CHL","Chile","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",40.827205,,
"CHL","Chile","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",39.446145,,
"CHL","Chile","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",38.760412,,
"CHL","Chile","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",40.040662,,
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,91928110,,
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2019","2019","NATCUR","National currency","6","Millions",,,98651520,,
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2020","2020","NATCUR","National currency","6","Millions",,,101356700,"E","Estimated value"
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2021","2021","NATCUR","National currency","6","Millions",,,114923700,"E","Estimated value"
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2022","2022","NATCUR","National currency","6","Millions",,,121020720,,
"CHN","China (People's Republic of)","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,65410.172121,,
"CHN","China (People's Republic of)","T_GDPPOP","GDP per head of population","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,69961.647566,,
"CHN","China (People's Republic of)","T_GDPPOP","GDP per head of population","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,71776.265473,"E","Estimated value"
"CHN","China (People's Republic of)","T_GDPPOP","GDP per head of population","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,81356.151777,"E","Estimated value"
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,21736534.82,,
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","6","Millions",,,23441904.021,,
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","6","Millions",,,24255795.538,"E","Estimated value"
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","6","Millions",,,27312555.458,"E","Estimated value"
"CHN","China (People's Republic of)","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,15466.329982,,
"CHN","China (People's Republic of)","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,16624.520609,,
"CHN","China (People's Republic of)","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,17176.865662,"E","Estimated value"
"CHN","China (People's Republic of)","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,19334.953602,"E","Estimated value"
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,21709334.096,,
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","6","Millions",,,23035800.532,,
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","6","Millions",,,23542588.144,"E","Estimated value"
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","6","Millions",,,25449537.783,"E","Estimated value"
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","6","Millions",,,26213023.917,,
"CHN","China (People's Republic of)","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,15446.975684,,
"CHN","China (People's Republic of)","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","0","Units",,,16336.520291,,
"CHN","China (People's Republic of)","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","0","Units",,,16671.804198,"E","Estimated value"
"CHN","China (People's Republic of)","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","0","Units",,,18016.096406,"E","Estimated value"
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",105.861167,,
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",109.639074,,
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",115.172125,"E","Estimated value"
"CHN","China (People's Republic of)","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",117.145445,"E","Estimated value"
"CHN","China (People's Republic of)","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",24.766094,,
"CHN","China (People's Republic of)","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",25.698641,,
"CHN","China (People's Republic of)","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",27.058337,"E","Estimated value"
"CHN","China (People's Republic of)","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",27.550078,"E","Estimated value"
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,25932.176,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2019","2019","NATCUR","National currency","6","Millions",,,27764.725,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2020","2020","NATCUR","National currency","6","Millions",,,27464.982,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2021","2021","NATCUR","National currency","6","Millions",,,31444.913,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2022","2022","NATCUR","National currency","6","Millions",,,36181.437,,
"EST","Estonia","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,19658.499939,,
"EST","Estonia","T_GDPPOP","GDP per head of population","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,20957.356471,,
"EST","Estonia","T_GDPPOP","GDP per head of population","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,20667.626867,,
"EST","Estonia","T_GDPPOP","GDP per head of population","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,23641.582987,,
"EST","Estonia","T_GDPPOP","GDP per head of population","C","National currency, current prices","2022","2022","NATCUR","National currency","0","Units",,,27167.401764,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,48133.366,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","6","Millions",,,51758.554,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","6","Millions",,,52438.777,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","6","Millions",,,57864.708,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","6","Millions",,,63555.067,,
"EST","Estonia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,36488.637613,,
"EST","Estonia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,39068.367023,,
"EST","Estonia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,39460.614844,,
"EST","Estonia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,43505.074928,,
"EST","Estonia","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","0","Units",,,47721.322935,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,43467.226,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","6","Millions",,,45092.772,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","6","Millions",,,44844.31,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","6","Millions",,,48437.894,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","6","Millions",,,47814.299,,
"EST","Estonia","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,32951.359719,,
"EST","Estonia","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2019","2019","USD","US Dollar","0","Units",,,34036.904636,,
"EST","Estonia","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2020","2020","USD","US Dollar","0","Units",,,33745.715406,,
"EST","Estonia","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2021","2021","USD","US Dollar","0","Units",,,36417.60722,,
"EST","Estonia","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2022","2022","USD","US Dollar","0","Units",,,35902.119394,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",0.234419,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",0.242078,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",0.248991,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",0.248186,,
"EST","Estonia","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2022","2022","PC","Percentage","0","Units","USA_100","USA=100",0.2496,,
"EST","Estonia","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",58.428925,,
"EST","Estonia","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2019","2019","PC","Percentage","0","Units","USA_100","USA=100",60.392955,,
"EST","Estonia","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2020","2020","PC","Percentage","0","Units","USA_100","USA=100",62.161436,,
"EST","Estonia","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2021","2021","PC","Percentage","0","Units","USA_100","USA=100",61.989712,,
"IND","India","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,186830700,,
"IND","India","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2019","2019","NATCUR","National currency","6","Millions",,,197561400,,
"IND","India","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2020","2020","NATCUR","National currency","6","Millions",,,192205900,,
"IND","India","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2021","2021","NATCUR","National currency","6","Millions",,,227242900,,
"IND","India","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2022","2022","NATCUR","National currency","6","Millions",,,265593100,,
"IND","India","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,140791.78598,,
"IND","India","T_GDPPOP","GDP per head of population","C","National currency, current prices","2019","2019","NATCUR","National currency","0","Units",,,147323.93736,,
"IND","India","T_GDPPOP","GDP per head of population","C","National currency, current prices","2020","2020","NATCUR","National currency","0","Units",,,141967.67362,"E","Estimated value"
"IND","India","T_GDPPOP","GDP per head of population","C","National currency, current prices","2021","2021","NATCUR","National currency","0","Units",,,166514.02104,"E","Estimated value"
"IND","India","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,8918222.4,,
"IND","India","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","6","Millions",,,9374997.1,,
"IND","India","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","6","Millions",,,8741197.4,,
"IND","India","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","6","Millions",,,9788502.2,,
"IND","India","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2022","2022","USD","US Dollar","6","Millions",,,11039016.9,,
"IND","India","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,6720.589601,,
"IND","India","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2019","2019","USD","US Dollar","0","Units",,,6991.049292,,
"IND","India","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2020","2020","USD","US Dollar","0","Units",,,6456.448317,"E","Estimated value"
"IND","India","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2021","2021","USD","US Dollar","0","Units",,,7172.601922,"E","Estimated value"
"IND","India","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,8637025.4,,
